,desc,n_nodes,label,pred,conv3_feats,TSNE1,TSNE2,Cluster,acc,Imp
301,IVR,3,0,0,"tensor([[ 0.0270, -0.0142,  0.0441, -0.0556, -0.0042,  0.0450,  0.0053, -0.1033,
          0.0423, -0.0045, -0.0069, -0.0251,  0.0409, -0.0126,  0.0040,  0.0027],
        [ 0.0183, -0.0177,  0.0360, -0.0688,  0.0002,  0.0756,  0.0045, -0.1013,
          0.0636, -0.0106,  0.0139, -0.0137,  0.0445, -0.0190,  0.0046,  0.0108],
        [-0.0153, -0.0297,  0.0163, -0.0924, -0.0023,  0.1361,  0.0241, -0.0792,
          0.1084, -0.0009,  0.0436,  0.0298,  0.0688, -0.0288, -0.0157,  0.0437]])",13.207384,9.728994,2,1,0.0048426725
302,DAYPSGAW,8,0,0,"tensor([[ 9.6012e-02,  1.0266e-02,  8.2855e-02, -1.0575e-02,  3.4447e-03,
         -7.1832e-02, -3.7869e-02, -1.5059e-01, -4.4716e-02, -2.8621e-02,
         -6.1330e-02, -1.1428e-01, -1.0210e-02,  5.6661e-03,  4.8416e-02,
         -6.4976e-02],
        [ 6.8359e-02,  4.8460e-04,  6.7334e-02, -2.8605e-02,  3.7434e-04,
         -2.5028e-02, -2.0586e-02, -1.3165e-01, -9.8636e-03, -1.8944e-02,
         -3.9532e-02, -7.8566e-02,  1.0260e-02, -1.6370e-03,  3.0645e-02,
         -3.7860e-02],
        [-2.1575e-02, -3.1745e-02,  1.4184e-02, -9.3389e-02, -5.2349e-03,
          1.4013e-01,  3.0619e-02, -7.3231e-02,  1.1195e-01,  5.0740e-03,
          4.2737e-02,  3.7788e-02,  7.4605e-02, -2.8751e-02, -2.2227e-02,
          5.0013e-02],
        [-4.4457e-02, -4.0254e-02, -1.2982e-03, -1.1438e-01, -3.4531e-03,
          1.9164e-01,  3.9980e-02, -6.0703e-02,  1.4915e-01,  5.7187e-03,
          7.2013e-02,  6.7543e-02,  8.9345e-02, -3.8115e-02, -3.2069e-02,
          7.2138e-02],
        [-4.1535e-02, -3.9459e-02, -1.1756e-03, -1.1597e-01, -6.4293e-04,
          1.9405e-01,  3.5312e-02, -6.4514e-02,  1.5028e-01,  4.6210e-04,
          7.6173e-02,  6.3886e-02,  8.5918e-02, -3.9254e-02, -2.7395e-02,
          6.9092e-02],
        [-4.0820e-02, -3.9264e-02, -1.1456e-03, -1.1635e-01,  4.4663e-05,
          1.9463e-01,  3.4170e-02, -6.5447e-02,  1.5055e-01, -8.2410e-04,
          7.7190e-02,  6.2991e-02,  8.5080e-02, -3.9532e-02, -2.6251e-02,
          6.8347e-02],
        [-4.3333e-02, -3.9948e-02, -1.2510e-03, -1.1499e-01, -2.3721e-03,
          1.9257e-01,  3.8184e-02, -6.2169e-02,  1.4958e-01,  3.6967e-03,
          7.3613e-02,  6.6136e-02,  8.8027e-02, -3.8553e-02, -3.0271e-02,
          7.0966e-02],
        [-4.4361e-02, -4.0228e-02, -1.2941e-03, -1.1443e-01, -3.3607e-03,
          1.9172e-01,  3.9826e-02, -6.0828e-02,  1.4919e-01,  5.5460e-03,
          7.2150e-02,  6.7423e-02,  8.9233e-02, -3.8153e-02, -3.1916e-02,
          7.2038e-02]])",10.981696,14.052999,2,1,0.011028262
303,NILP,4,0,0,"tensor([[ 0.0293, -0.0133,  0.0454, -0.0541, -0.0040,  0.0411,  0.0038, -0.1049,
          0.0394, -0.0053, -0.0087, -0.0281,  0.0392, -0.0120,  0.0055,  0.0005],
        [ 0.0281, -0.0149,  0.0373, -0.0719,  0.0081,  0.0790, -0.0093, -0.1130,
          0.0643, -0.0256,  0.0238, -0.0261,  0.0338, -0.0216,  0.0185,  0.0007],
        [ 0.0162, -0.0217,  0.0146, -0.1167,  0.0330,  0.1771, -0.0319, -0.1239,
          0.1303, -0.0662,  0.1016, -0.0093,  0.0293, -0.0450,  0.0404,  0.0105],
        [ 0.0007, -0.0280,  0.0006, -0.1389,  0.0400,  0.2288, -0.0321, -0.1196,
          0.1665, -0.0755,  0.1363,  0.0110,  0.0364, -0.0557,  0.0402,  0.0251]])",8.143905,10.030389,2,1,0.0056149457
304,FL,2,1,1,"tensor([[ 0.0930,  0.0092,  0.0811, -0.0126,  0.0031, -0.0667, -0.0360, -0.1485,
         -0.0409, -0.0276, -0.0589, -0.1103, -0.0080,  0.0049,  0.0465, -0.0620],
        [ 0.0930,  0.0092,  0.0811, -0.0126,  0.0031, -0.0667, -0.0360, -0.1485,
         -0.0409, -0.0276, -0.0589, -0.1103, -0.0080,  0.0049,  0.0465, -0.0620]])",15.446434,-9.833711,1,1,-0.02085169
305,EF,2,1,1,"tensor([[ 0.2549,  0.0665,  0.1721,  0.0930,  0.0211, -0.3408, -0.1372, -0.2595,
         -0.2450, -0.0842, -0.1866, -0.3195, -0.1278,  0.0476,  0.1505, -0.2208],
        [ 0.2549,  0.0665,  0.1721,  0.0930,  0.0211, -0.3408, -0.1372, -0.2595,
         -0.2450, -0.0842, -0.1866, -0.3195, -0.1278,  0.0476,  0.1505, -0.2208]])",10.98986,-31.775965,1,1,-0.06973238
306,LPP,3,0,0,"tensor([[ 0.0356,  0.0074,  0.0119, -0.1409,  0.0628,  0.2339, -0.0934, -0.1624,
          0.1661, -0.1354,  0.1369, -0.0191, -0.0063, -0.0666,  0.0703, -0.0180],
        [ 0.0520,  0.0436,  0.0247, -0.1289,  0.0655,  0.2183, -0.1263, -0.1804,
          0.1554, -0.1613,  0.1001, -0.0230, -0.0277, -0.0697,  0.0649, -0.0434],
        [ 0.0225,  0.0485,  0.0284, -0.1044,  0.0318,  0.1822, -0.0819, -0.1406,
          0.1371, -0.1068,  0.0335,  0.0207,  0.0060, -0.0568,  0.0048, -0.0160]])",-16.313717,20.018326,0,1,0.0011594599
307,EGG,3,1,1,"tensor([[ 0.2797,  0.0752,  0.1860,  0.1092,  0.0238, -0.3828, -0.1527, -0.2764,
         -0.2763, -0.0929, -0.2061, -0.3515, -0.1462,  0.0542,  0.1665, -0.2451],
        [ 0.3379,  0.0958,  0.2186,  0.1471,  0.0303, -0.4812, -0.1890, -0.3163,
         -0.3496, -0.1133, -0.2520, -0.4267, -0.1893,  0.0695,  0.2039, -0.3022],
        [ 0.2595,  0.0681,  0.1746,  0.0960,  0.0216, -0.3485, -0.1400, -0.2626,
         -0.2508, -0.0858, -0.1902, -0.3254, -0.1312,  0.0488,  0.1535, -0.2253]])",9.220637,-33.431435,1,1,-0.0810303
308,LGYLEQLL,8,1,1,"tensor([[ 0.1130,  0.0163,  0.0924,  0.0005,  0.0053, -0.1006, -0.0485, -0.1622,
         -0.0662, -0.0346, -0.0747, -0.1362, -0.0228,  0.0102,  0.0593, -0.0817],
        [ 0.1525,  0.0303,  0.1146,  0.0263,  0.0097, -0.1675, -0.0732, -0.1893,
         -0.1159, -0.0484, -0.1059, -0.1873, -0.0520,  0.0206,  0.0847, -0.1204],
        [ 0.1674,  0.0355,  0.1229,  0.0359,  0.0114, -0.1926, -0.0825, -0.1995,
         -0.1346, -0.0536, -0.1176, -0.2064, -0.0630,  0.0245,  0.0943, -0.1349],
        [ 0.1978,  0.0463,  0.1400,  0.0558,  0.0147, -0.2441, -0.1015, -0.2203,
         -0.1730, -0.0642, -0.1416, -0.2458, -0.0856,  0.0326,  0.1138, -0.1648],
        [ 0.2326,  0.0586,  0.1595,  0.0785,  0.0186, -0.3031, -0.1233, -0.2442,
         -0.2169, -0.0764, -0.1690, -0.2907, -0.1113,  0.0417,  0.1362, -0.1990],
        [ 0.2554,  0.0666,  0.1723,  0.0933,  0.0211, -0.3415, -0.1375, -0.2597,
         -0.2455, -0.0844, -0.1869, -0.3201, -0.1282,  0.0477,  0.1508, -0.2212],
        [ 0.2582,  0.0676,  0.1739,  0.0952,  0.0215, -0.3464, -0.1392, -0.2617,
         -0.2491, -0.0854, -0.1892, -0.3238, -0.1303,  0.0485,  0.1527, -0.2240],
        [ 0.1998,  0.0470,  0.1411,  0.0571,  0.0150, -0.2475, -0.1027, -0.2217,
         -0.1755, -0.0649, -0.1432, -0.2483, -0.0870,  0.0331,  0.1151, -0.1668]])",14.182344,-24.082338,1,1,-0.052276034
309,PFFDPQIP,8,0,1,"tensor([[ 2.8668e-01,  2.4799e-01,  2.0243e-01,  1.0325e-01,  4.1770e-02,
         -2.8873e-01, -2.9911e-01, -3.2871e-01, -2.0481e-01, -2.3051e-01,
         -3.1406e-01, -2.6251e-01, -2.1002e-01,  4.7176e-03,  9.5393e-02,
         -3.0508e-01],
        [ 3.0082e-01,  2.2174e-01,  2.0806e-01,  1.1439e-01,  4.0191e-02,
         -3.3207e-01, -2.8187e-01, -3.2967e-01, -2.3734e-01, -2.1066e-01,
         -3.0641e-01, -2.9875e-01, -2.0972e-01,  1.7865e-02,  1.1834e-01,
         -3.0919e-01],
        [ 1.8377e-01,  6.6687e-02,  1.3398e-01,  4.5078e-02,  1.5745e-02,
         -2.0459e-01, -1.1389e-01, -2.1779e-01, -1.4336e-01, -7.9478e-02,
         -1.4577e-01, -2.1300e-01, -8.3915e-02,  2.1195e-02,  9.3550e-02,
         -1.5895e-01],
        [ 7.8730e-02,  4.1530e-03,  7.3155e-02, -2.1842e-02,  1.5259e-03,
         -4.2582e-02, -2.7068e-02, -1.3876e-01, -2.2935e-02, -2.2573e-02,
         -4.7708e-02, -9.1961e-02,  2.5825e-03,  1.1021e-03,  3.7310e-02,
         -4.8030e-02],
        [ 1.4068e-02, -1.9708e-02,  3.0570e-02, -7.8480e-02,  4.6523e-03,
          9.7339e-02,  1.5655e-03, -1.0196e-01,  7.8500e-02, -1.7500e-02,
          3.0060e-02, -7.9653e-03,  4.5207e-02, -2.3894e-02,  7.3502e-03,
          1.4631e-02],
        [-3.1294e-02, -3.6602e-02, -2.9353e-04, -1.2049e-01,  8.4639e-03,
          2.0028e-01,  1.9803e-02, -7.7331e-02,  1.5279e-01, -1.6697e-02,
          8.8823e-02,  5.1036e-02,  7.4286e-02, -4.2673e-02, -1.1846e-02,
          5.8473e-02],
        [-2.6393e-02, -3.5340e-02, -5.4036e-04, -1.2419e-01,  1.3918e-02,
          2.0651e-01,  1.1129e-02, -8.4262e-02,  1.5611e-01, -2.6775e-02,
          9.7726e-02,  4.4938e-02,  6.8162e-02, -4.5152e-02, -3.1728e-03,
          5.3311e-02],
        [-3.4874e-02, -3.7647e-02, -8.9614e-04, -1.1958e-01,  5.7621e-03,
          1.9953e-01,  2.4674e-02, -7.3201e-02,  1.5284e-01, -1.1519e-02,
          8.5654e-02,  5.5551e-02,  7.8107e-02, -4.1848e-02, -1.6740e-02,
          6.2150e-02]])",11.973411,-7.392958,1,0,-0.023407346
310,GGRPFF,6,1,1,"tensor([[ 0.2373,  0.2045,  0.1728,  0.0727,  0.0337, -0.2214, -0.2465, -0.2876,
         -0.1549, -0.1926, -0.2595, -0.2137, -0.1645, -0.0005,  0.0752, -0.2486],
        [ 0.2940,  0.2884,  0.2093,  0.1057,  0.0464, -0.2775, -0.3352, -0.3443,
         -0.1961, -0.2631, -0.3426, -0.2501, -0.2285, -0.0048,  0.0833, -0.3240],
        [ 0.3013,  0.3424,  0.2172,  0.1073,  0.0524, -0.2581, -0.3827, -0.3636,
         -0.1812, -0.3065, -0.3793, -0.2301, -0.2516, -0.0183,  0.0652, -0.3473],
        [ 0.3181,  0.3805,  0.2290,  0.1163,  0.0575, -0.2665, -0.4200, -0.3841,
         -0.1873, -0.3378, -0.4118, -0.2333, -0.2751, -0.0235,  0.0618, -0.3738],
        [ 0.3430,  0.3926,  0.2432,  0.1323,  0.0606, -0.3066, -0.4383, -0.4021,
         -0.2171, -0.3492, -0.4335, -0.2635, -0.2947, -0.0180,  0.0763, -0.3992],
        [ 0.2780,  0.3120,  0.2025,  0.0934,  0.0476, -0.2323, -0.3496, -0.3414,
         -0.1622, -0.2807, -0.3475, -0.2126, -0.2267, -0.0178,  0.0600, -0.3175]])",-15.260241,-29.633137,3,1,-0.098800115
311,HIR,3,0,0,"tensor([[ 1.6502e-02, -1.3139e-02, -1.4875e-02, -1.7660e-01,  5.6811e-02,
          3.0619e-01, -9.4625e-02, -1.7110e-01,  1.8797e-01, -1.4247e-01,
          2.4834e-01,  1.2807e-02,  8.9718e-03, -3.7806e-02,  6.4822e-02,
          4.6311e-02],
        [ 3.8545e-02, -9.0755e-03, -1.0990e-02, -1.8322e-01,  7.7705e-02,
          3.1252e-01, -1.2299e-01, -1.9417e-01,  1.9365e-01, -1.7505e-01,
          2.6328e-01, -1.8730e-02, -1.5245e-02, -5.0805e-02,  1.0020e-01,
          1.6419e-02],
        [ 2.4515e-02, -2.1492e-02,  1.5952e-03, -1.5183e-01,  6.2871e-02,
          2.4841e-01, -7.0178e-02, -1.5066e-01,  1.7573e-01, -1.1835e-01,
          1.7019e-01, -1.8767e-02,  8.4647e-03, -6.4981e-02,  7.8262e-02,
          2.5398e-04]])",-18.283905,25.556202,0,1,0.014462379
312,KY,2,0,0,"tensor([[ 0.1231,  0.0053,  0.0057, -0.2054,  0.1577,  0.3296, -0.2277, -0.2792,
          0.2137, -0.2957,  0.3105, -0.1422, -0.1072, -0.1034,  0.2360, -0.1025],
        [ 0.1231,  0.0053,  0.0057, -0.2054,  0.1577,  0.3296, -0.2277, -0.2792,
          0.2137, -0.2957,  0.3105, -0.1422, -0.1072, -0.1034,  0.2360, -0.1025]])",-26.024424,25.79468,0,1,-0.0050942525
313,IK,2,1,0,"tensor([[ 0.0660, -0.0102,  0.0033, -0.1744,  0.1028,  0.2826, -0.1364, -0.2048,
          0.1917, -0.1930,  0.2292, -0.0707, -0.0402, -0.0811,  0.1446, -0.0430],
        [ 0.0660, -0.0102,  0.0033, -0.1744,  0.1028,  0.2826, -0.1364, -0.2048,
          0.1917, -0.1930,  0.2292, -0.0707, -0.0402, -0.0811,  0.1446, -0.0430]])",-22.90488,25.558647,0,0,0.0041564824
314,GGLGG,5,1,1,"tensor([[ 0.1837,  0.0413,  0.1321,  0.0466,  0.0132, -0.2203, -0.0927, -0.2107,
         -0.1552, -0.0593, -0.1305, -0.2275, -0.0751,  0.0288,  0.1048, -0.1510],
        [ 0.2254,  0.0560,  0.1555,  0.0738,  0.0178, -0.2909, -0.1188, -0.2393,
         -0.2078, -0.0739, -0.1634, -0.2814, -0.1060,  0.0398,  0.1316, -0.1919],
        [ 0.2247,  0.0558,  0.1551,  0.0733,  0.0177, -0.2896, -0.1183, -0.2387,
         -0.2069, -0.0737, -0.1628, -0.2805, -0.1055,  0.0397,  0.1311, -0.1912],
        [ 0.2254,  0.0560,  0.1555,  0.0738,  0.0178, -0.2909, -0.1188, -0.2393,
         -0.2078, -0.0739, -0.1634, -0.2814, -0.1060,  0.0398,  0.1316, -0.1919],
        [ 0.1837,  0.0413,  0.1321,  0.0466,  0.0132, -0.2203, -0.0927, -0.2107,
         -0.1552, -0.0593, -0.1305, -0.2275, -0.0751,  0.0288,  0.1048, -0.1510]])",13.397492,-25.876059,1,1,-0.055748455
315,IAIP,4,0,0,"tensor([[-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828]])",14.116538,25.125557,2,1,0.02370653
316,MAPKHKEMPFPKYPVEPF,18,1,1,"tensor([[ 0.0887, -0.0040,  0.0043, -0.1867,  0.1246,  0.3012, -0.1727, -0.2344,
          0.2005, -0.2338,  0.2616, -0.0991, -0.0668, -0.0900,  0.1809, -0.0666],
        [ 0.1277,  0.0066,  0.0059, -0.2079,  0.1621,  0.3333, -0.2350, -0.2852,
          0.2155, -0.3040,  0.3171, -0.1479, -0.1126, -0.1052,  0.2433, -0.1073],
        [ 0.1409,  0.0102,  0.0065, -0.2150,  0.1747,  0.3442, -0.2560, -0.3024,
          0.2206, -0.3276,  0.3358, -0.1643, -0.1280, -0.1103,  0.2644, -0.1210],
        [ 0.1439,  0.0110,  0.0066, -0.2167,  0.1777,  0.3467, -0.2609, -0.3064,
          0.2217, -0.3332,  0.3402, -0.1682, -0.1316, -0.1115,  0.2693, -0.1242],
        [ 0.1291,  0.0069,  0.0060, -0.2086,  0.1634,  0.3345, -0.2372, -0.2870,
          0.2160, -0.3064,  0.3190, -0.1496, -0.1141, -0.1057,  0.2455, -0.1087],
        [ 0.0904, -0.0036,  0.0044, -0.1876,  0.1263,  0.3027, -0.1755, -0.2366,
          0.2011, -0.2369,  0.2640, -0.1013, -0.0688, -0.0907,  0.1837, -0.0685],
        [ 0.0423, -0.0166,  0.0023, -0.1615,  0.0800,  0.2631, -0.0986, -0.1739,
          0.1826, -0.1504,  0.1955, -0.0411, -0.0124, -0.0719,  0.1068, -0.0183],
        [ 0.0482,  0.0375,  0.0354, -0.1003,  0.0426,  0.1559, -0.0933, -0.1601,
          0.1147, -0.1174,  0.0505, -0.0231, -0.0115, -0.0518,  0.0410, -0.0360],
        [ 0.0934,  0.1258,  0.0831, -0.0356,  0.0265,  0.0395, -0.1474, -0.1900,
          0.0361, -0.1406, -0.1002, -0.0427, -0.0546, -0.0392,  0.0075, -0.1000],
        [ 0.1065,  0.1737,  0.1005, -0.0136,  0.0207,  0.0097, -0.1777, -0.2023,
          0.0173, -0.1591, -0.1657, -0.0359, -0.0730, -0.0397, -0.0157, -0.1251],
        [ 0.0844,  0.1151,  0.0668, -0.0660,  0.0426,  0.1035, -0.1572, -0.1950,
          0.0790, -0.1630, -0.0436, -0.0336, -0.0550, -0.0535,  0.0242, -0.0906],
        [ 0.0299,  0.0243,  0.0187, -0.1257,  0.0497,  0.2123, -0.0882, -0.1530,
          0.1540, -0.1231,  0.0939, -0.0023, -0.0009, -0.0624,  0.0428, -0.0169],
        [ 0.0034, -0.0272,  0.0007, -0.1404,  0.0426,  0.2310, -0.0364, -0.1231,
          0.1676, -0.0803,  0.1401,  0.0077,  0.0332, -0.0568,  0.0445,  0.0223],
        [ 0.0141, -0.0206,  0.0245, -0.0924,  0.0146,  0.1266, -0.0098, -0.1092,
          0.0977, -0.0344,  0.0558, -0.0075,  0.0401, -0.0315,  0.0185,  0.0139],
        [ 0.0439, -0.0082,  0.0536, -0.0446, -0.0023,  0.0164, -0.0053, -0.1149,
          0.0210, -0.0104, -0.0202, -0.0469,  0.0284, -0.0081,  0.0149, -0.0138],
        [ 0.1367,  0.0567,  0.1081,  0.0140,  0.0112, -0.1209, -0.0900, -0.1874,
         -0.0810, -0.0683, -0.1127, -0.1485, -0.0514,  0.0068,  0.0604, -0.1149],
        [ 0.2089,  0.1489,  0.1535,  0.0569,  0.0259, -0.2015, -0.1908, -0.2554,
         -0.1405, -0.1465, -0.2097, -0.2032, -0.1278,  0.0057,  0.0771, -0.2065],
        [ 0.2025,  0.1689,  0.1516,  0.0514,  0.0275, -0.1770, -0.2053, -0.2573,
         -0.1220, -0.1619, -0.2180, -0.1823, -0.1307, -0.0026,  0.0632, -0.2072]])",5.5415096,-0.40876934,2,1,-0.014032149
317,LNPPHQIYP,9,0,0,"tensor([[-3.5343e-02, -3.7774e-02, -9.1579e-04, -1.1933e-01,  5.3116e-03,
          1.9914e-01,  2.5422e-02, -7.2590e-02,  1.5266e-01, -1.0676e-02,
          8.4987e-02,  5.6137e-02,  7.8657e-02, -4.1666e-02, -1.7489e-02,
          6.2639e-02],
        [-1.6957e-02, -3.2773e-02, -1.4452e-04, -1.2931e-01,  2.2991e-02,
          2.1427e-01, -3.9419e-03, -9.6568e-02,  1.5975e-01, -4.3748e-02,
          1.1116e-01,  3.3130e-02,  5.7097e-02, -4.8827e-02,  1.1921e-02,
          4.3477e-02],
        [ 7.4846e-04, -2.7957e-02,  5.9822e-04, -1.3892e-01,  4.0017e-02,
          2.2885e-01, -3.2220e-02, -1.1966e-01,  1.6657e-01, -7.5596e-02,
          1.3636e-01,  1.0974e-02,  3.6335e-02, -5.5723e-02,  4.0244e-02,
          2.5024e-02],
        [ 4.5868e-02, -1.5684e-02,  2.4910e-03, -1.6342e-01,  8.3404e-02,
          2.6598e-01, -1.0428e-01, -1.7850e-01,  1.8395e-01, -1.5676e-01,
          2.0058e-01, -4.5488e-02, -1.6575e-02, -7.3298e-02,  1.1242e-01,
         -2.2000e-02],
        [ 6.3559e-02, -1.0558e-02,  2.7528e-03, -1.7389e-01,  1.0046e-01,
          2.8246e-01, -1.3364e-01, -2.0250e-01,  1.9123e-01, -1.8973e-01,
          2.2843e-01, -6.6984e-02, -3.7585e-02, -7.9473e-02,  1.4070e-01,
         -3.9316e-02],
        [ 5.0390e-02, -1.4140e-02,  2.2004e-03, -1.6674e-01,  8.7801e-02,
          2.7162e-01, -1.1261e-01, -1.8532e-01,  1.8615e-01, -1.6604e-01,
          2.0969e-01, -5.0505e-02, -2.2142e-02, -7.4343e-02,  1.1963e-01,
         -2.5591e-02],
        [ 2.3880e-03, -2.7197e-02,  1.8672e-04, -1.4068e-01,  4.1643e-02,
          2.3211e-01, -3.5947e-02, -1.2272e-01,  1.6766e-01, -7.9693e-02,
          1.4136e-01,  9.5635e-03,  3.4147e-02, -5.5646e-02,  4.2848e-02,
          2.4438e-02],
        [-3.1869e-02, -2.7863e-02,  2.6466e-03, -1.1533e-01,  4.9445e-03,
          1.9380e-01,  1.7978e-02, -7.6175e-02,  1.4918e-01, -1.5916e-02,
          7.2927e-02,  5.6485e-02,  7.3967e-02, -4.2079e-02, -2.0855e-02,
          5.6688e-02],
        [-4.8109e-02, -3.0265e-02,  2.7333e-03, -1.0518e-01, -1.1505e-02,
          1.7859e-01,  4.3489e-02, -5.4783e-02,  1.4185e-01,  1.3522e-02,
          4.5990e-02,  7.7862e-02,  9.2871e-02, -3.5543e-02, -4.8838e-02,
          7.3090e-02]])",-11.587096,21.819437,0,1,0.01402614
318,AYFYPEL,7,1,0,"tensor([[-0.0514, -0.0421, -0.0016, -0.1106, -0.0101,  0.1859,  0.0511, -0.0516,
          0.1465,  0.0182,  0.0621,  0.0763,  0.0975, -0.0354, -0.0432,  0.0794],
        [-0.0262, -0.0233,  0.0136, -0.0941, -0.0069,  0.1479,  0.0277, -0.0712,
          0.1184,  0.0025,  0.0350,  0.0494,  0.0757, -0.0313, -0.0320,  0.0517],
        [ 0.0271,  0.0093,  0.0459, -0.0569, -0.0019,  0.0593, -0.0143, -0.1099,
          0.0531, -0.0231, -0.0211, -0.0118,  0.0327, -0.0196, -0.0062, -0.0047],
        [ 0.0478,  0.0166,  0.0575, -0.0434,  0.0004,  0.0243, -0.0272, -0.1241,
          0.0271, -0.0303, -0.0374, -0.0386,  0.0174, -0.0141,  0.0071, -0.0250],
        [ 0.0684,  0.0140,  0.0683, -0.0294,  0.0017, -0.0167, -0.0319, -0.1354,
         -0.0035, -0.0297, -0.0477, -0.0708,  0.0056, -0.0057,  0.0247, -0.0421],
        [ 0.0819,  0.0053,  0.0750, -0.0198,  0.0019, -0.0480, -0.0291, -0.1410,
         -0.0270, -0.0237, -0.0502, -0.0961,  0.0002,  0.0019,  0.0394, -0.0512],
        [ 0.0873,  0.0072,  0.0780, -0.0163,  0.0025, -0.0571, -0.0324, -0.1446,
         -0.0337, -0.0256, -0.0545, -0.1030, -0.0038,  0.0034,  0.0428, -0.0564]])",14.583242,3.626659,2,0,-0.0035103043
319,GPFPIIV,7,1,1,"tensor([[ 0.2749,  0.3093,  0.2007,  0.0916,  0.0471, -0.2282, -0.3464, -0.3389,
         -0.1592, -0.2783, -0.3442, -0.2097, -0.2239, -0.0181,  0.0588, -0.3140],
        [ 0.3503,  0.3589,  0.2447,  0.1393,  0.0577, -0.3415, -0.4126, -0.3970,
         -0.2434, -0.3230, -0.4174, -0.2938, -0.2876, -0.0051,  0.0971, -0.3951],
        [ 0.3033,  0.2520,  0.2116,  0.1142,  0.0434, -0.3181, -0.3080, -0.3396,
         -0.2267, -0.2349, -0.3261, -0.2851, -0.2217,  0.0097,  0.1069, -0.3208],
        [ 0.2303,  0.1240,  0.1631,  0.0729,  0.0250, -0.2580, -0.1771, -0.2611,
         -0.1828, -0.1282, -0.2070, -0.2496, -0.1325,  0.0212,  0.1054, -0.2174],
        [ 0.1781,  0.0393,  0.1289,  0.0429,  0.0126, -0.2107, -0.0892, -0.2068,
         -0.1481, -0.0573, -0.1260, -0.2202, -0.0709,  0.0273,  0.1011, -0.1454],
        [ 0.2033,  0.0482,  0.1431,  0.0594,  0.0154, -0.2534, -0.1049, -0.2241,
         -0.1799, -0.0662, -0.1459, -0.2528, -0.0896,  0.0340,  0.1174, -0.1702],
        [ 0.1707,  0.0367,  0.1248,  0.0381,  0.0117, -0.1982, -0.0845, -0.2018,
         -0.1388, -0.0548, -0.1202, -0.2107, -0.0655,  0.0254,  0.0964, -0.1382]])",-4.2880383,-27.539839,3,1,-0.0739133
